img_id,label
slide_FLDU__img_D8NL,0
slide_2MWI__img_4SLB,1
slide_SHCL__img_1GZ6,0
slide_IOUF__img_B5PN,1
slide_Z010__img_ZDNO,1
slide_IDDK__img_JBZJ,0
slide_XV1T__img_1DRT,1
slide_2MWI__img_V8WO,1
slide_CGCU__img_4TWU,0
slide_G7DO__img_8BLL,1
slide_N66V__img_KTZ1,0
slide_TSIF__img_8R6F,1
slide_2C5U__img_CLGO,1
slide_7KKP__img_J0EI,1
slide_CR2X__img_B9LP,0
slide_2350__img_1CKK,0
slide_1I8K__img_4CCO,1
slide_KC75__img_ENGM,0
slide_BNIS__img_GJ5T,0
slide_XWTK__img_1LX7,1
slide_TCMD__img_BU8J,0
slide_NQ79__img_EF6W,1
slide_JYEQ__img_LDOB,1
slide_4BHS__img_SM1D,0
slide_XV1T__img_3IKX,1
slide_CGCU__img_MND3,0
slide_YWOV__img_3GUM,0
slide_IB79__img_LZR8,1
slide_CLL0__img_LNWB,0
slide_Y5S7__img_T5CG,0
slide_7KKP__img_4Z1U,1
slide_2MWI__img_HYQP,1
slide_JYEQ__img_8B23,1
slide_54EC__img_NRL7,0
slide_S4N7__img_7OYE,0
slide_EEK8__img_7Y7O,0
slide_G7DO__img_8NA1,1
slide_7KKP__img_AXII,1
slide_H1SQ__img_ROWM,0
slide_M3Q7__img_2AG5,0
slide_HHXD__img_KY0H,0
slide_XWTK__img_4U8I,0
slide_NQ79__img_QHIR,1
slide_XV1T__img_HCML,1
slide_2OW3__img_I1D5,0
slide_IU3W__img_X983,1
slide_8VMK__img_Q7TQ,0
slide_2MWI__img_RP8Z,1
slide_2C5U__img_0LFT,1
slide_ZXHB__img_4Z4X,1
slide_ZXHB__img_9OPV,1
slide_2MWI__img_L1IJ,1
slide_NQ79__img_IIBW,1
slide_TRLZ__img_WGN9,1
slide_2MWI__img_0AWB,1
slide_XV1T__img_YVKY,1
slide_7KKP__img_27U0,1
slide_NMFI__img_RROT,0
slide_2MWI__img_6EGZ,1
slide_74FI__img_QIZE,0
slide_2MWI__img_LA1C,1
slide_V5FS__img_JUOJ,0
slide_4BHS__img_1I1Q,0
slide_8IXU__img_NLOG,1
slide_K4JX__img_2I4U,0
slide_NQ79__img_8238,1
slide_Z010__img_AJD6,1
slide_27FY__img_OIYA,0
slide_6Y22__img_70G0,1
slide_ZXHB__img_BG7L,1
slide_ZHW1__img_KC35,1
slide_N10Y__img_NKDF,0
slide_NQ79__img_L7C6,1
slide_7KKP__img_F2YF,1
slide_VWJX__img_B7KK,0
slide_TSIF__img_ZWDV,1
slide_A62G__img_X09O,0
slide_0LUI__img_KJ1G,0
slide_TSIF__img_KWP8,1
slide_NQ79__img_AHQQ,1
slide_7KKP__img_V6YT,1
slide_KC75__img_HXK7,0
slide_CSM8__img_IBIG,1
slide_TP9H__img_TJNU,1
slide_IB79__img_65Q1,1
slide_ZBY6__img_0J4U,1
slide_YEZK__img_BGDT,0
slide_2MWI__img_JS06,1
slide_ZBY6__img_MYD9,1
slide_6Y22__img_3K15,1
slide_DEB0__img_129N,0
slide_JOY8__img_31MS,0
slide_Z7EQ__img_5M2P,0
slide_2350__img_1VS1,0
slide_1TEM__img_II6Q,0
slide_I389__img_WI8S,0
slide_IU3W__img_09N0,0
slide_2C5U__img_NJOG,0
slide_8N1M__img_NAO4,0
slide_CR1Z__img_B2K3,0
slide_8IXU__img_SKLA,1
slide_QT7H__img_WOBR,1
slide_1I8K__img_FM41,0
slide_XV1T__img_E64G,1
slide_X6AE__img_NC4R,0
slide_NQ79__img_VHXK,1
slide_HHXD__img_9AST,0
slide_V5FS__img_8B2O,0
slide_NQ79__img_DNV5,1
slide_2MWI__img_86DA,1
slide_TSIF__img_69B4,1
slide_M9QC__img_H3ZJ,0
slide_CLL0__img_2XAN,0
slide_8J8O__img_4XTA,0
slide_QT7H__img_SSCD,1
slide_NQ79__img_38X4,1
slide_Z010__img_YAFZ,1
slide_G7DO__img_UZX2,1
slide_2MWI__img_UCZR,1
slide_4LXB__img_KGSD,0
slide_SRGG__img_0L5A,0
slide_GXLT__img_4SD4,0
slide_6Y22__img_8NA9,1
slide_7KKP__img_JJJ9,1
slide_WOY6__img_LG7P,0
slide_1TEM__img_63LL,1
slide_0CJ5__img_SF8J,0
slide_2MWI__img_BIE6,1
slide_OTY9__img_PF1R,0
slide_TSIF__img_47RX,1
slide_7KKP__img_WIPS,1
slide_F3VX__img_L4I0,1
slide_X6AE__img_O8RY,1
slide_8IXU__img_5MFA,1
slide_A62G__img_ZC0U,1
slide_CR2X__img_Y371,0
slide_2MWI__img_QC7R,1
slide_LKXY__img_G07F,0
slide_Q4UD__img_LXUX,0
slide_NQ79__img_WT8P,1
slide_ZXHB__img_1KMD,1
slide_Z010__img_Z1A4,1
slide_F3VX__img_DNUC,1
slide_XV1T__img_7KIH,1
slide_7KKP__img_EJZK,1
slide_10MO__img_0WVA,0
slide_Z010__img_S7RI,1
slide_7KKP__img_W5BI,1
slide_IB79__img_PKKF,1
slide_6UP0__img_8RWF,0
slide_KUAV__img_WU4K,0
slide_IB79__img_P6NL,1
slide_H1SQ__img_J0OF,1
slide_T33L__img_XSI3,0
slide_2MWI__img_RIRE,1
slide_SYHI__img_WIZM,0
slide_2C5U__img_KBTO,1
slide_IU3W__img_QUDH,0
slide_QB6W__img_365K,0
slide_JG8H__img_9SD6,0
slide_V7BI__img_0QJV,0
slide_NQ79__img_IEMF,1
slide_ZXHB__img_AEZR,1
slide_ZBY6__img_X23F,0
slide_2MWI__img_BQCU,1
slide_ZBY6__img_P6Y8,1
slide_NQ79__img_NYE1,1
slide_UB78__img_717W,1
slide_HXDI__img_0ETB,0
slide_2MWI__img_HGQQ,1
slide_7KKP__img_NV68,1
slide_A62G__img_7FW6,1
slide_NQ79__img_84L7,1
slide_698R__img_3IWV,1
slide_2MWI__img_XI8Q,1
slide_U94V__img_0TRU,0
slide_NQ79__img_6G18,1
slide_54EC__img_SNPS,0
slide_WOY6__img_FJDG,0
slide_EULU__img_490P,0
slide_JIUA__img_RGXZ,1
slide_6Y22__img_QUYO,1
slide_H1SQ__img_SF57,1
slide_NQ79__img_UVJC,1
slide_7KKP__img_ME1I,1
slide_H97C__img_I2FK,0
slide_4LXB__img_AQBR,0
slide_LPES__img_ZBFJ,1
slide_2MWI__img_AQ7D,1
slide_M9QC__img_J9U6,0
slide_F3VX__img_UXJ6,1
slide_ZHW1__img_A035,1
slide_ZBY6__img_I0DD,1
slide_1TEM__img_568T,1
slide_ZXHB__img_O189,1
slide_2MWI__img_C71C,1
slide_ZBY6__img_1ACQ,1
slide_2MWI__img_BIW0,1
slide_10MO__img_H3KE,0
slide_5FAU__img_0WDQ,0
slide_TSIF__img_I1QZ,1
slide_H97C__img_H29D,0
slide_TSIF__img_YLGE,1
slide_YPX1__img_N4EU,0
slide_7KKP__img_TXQL,1
slide_7KKP__img_6ZLU,1
slide_6Y22__img_K6JM,1
slide_2MWI__img_D4X1,1
slide_7KKP__img_WIA9,1
slide_JIUA__img_65WC,1
slide_A62G__img_X642,1
slide_2MWI__img_TMH7,0
slide_NJFH__img_MQX8,1
slide_M3Q7__img_H1KG,0
slide_IB79__img_9EFN,1
slide_6Y22__img_RYWH,1
slide_7KKP__img_RSP4,1
slide_0XV6__img_DJ24,0
slide_67GV__img_MR9B,0
slide_LKXY__img_FZ8A,0
slide_ZHW1__img_0T15,1
slide_W6P8__img_Y6V7,0
slide_HHXD__img_HHPG,0
slide_C4LR__img_EJWD,1
slide_65XN__img_S4MZ,0
slide_4382__img_UH3T,0
slide_ZXHB__img_YVAI,1
slide_QT7H__img_9LYO,1
slide_2MWI__img_1DRJ,1
slide_NQ79__img_BO11,1
slide_A69S__img_0D9K,0
slide_TP9H__img_C4Q5,0
slide_53U1__img_RE90,0
slide_2MWI__img_X1CO,1
slide_6Y22__img_USKV,1
slide_YWOV__img_D0UE,1
slide_2MWI__img_3KME,1
slide_C2R2__img_4Y6W,1
slide_IU3W__img_VXEA,0
slide_6C67__img_0KJW,0
slide_C2R2__img_5PK8,1
slide_Z7EQ__img_Q75L,1
slide_ZXHB__img_TPCO,0
slide_8IXU__img_GJ7S,1
slide_2MWI__img_QULI,1
slide_LA5V__img_KE24,1
slide_TSIF__img_Q9V5,1
slide_K4JX__img_XXGL,0
slide_7KKP__img_N1A4,1
slide_7UDL__img_85AW,0
slide_IB79__img_542I,1
slide_UV7W__img_DXSK,0
slide_X6AE__img_3SXW,0
slide_TSIF__img_VAVA,1
slide_SCTC__img_P8OR,0
slide_8VMK__img_KJ54,0
slide_6Y22__img_CGDA,1
slide_6Y22__img_VAQ5,1
slide_1I8K__img_N8W4,1
slide_2C5U__img_XWQM,1
slide_4LXB__img_QLEY,0
slide_LA5V__img_SQUN,1
slide_SCTC__img_2T9L,0
slide_GDLK__img_IMT8,0
slide_ZXHB__img_R74O,1
slide_2MWI__img_EJDR,1
slide_35XE__img_FGQ1,0
slide_2G0C__img_D0Z6,0
slide_G7DO__img_797V,1
slide_54EC__img_0MEJ,0
slide_ZXHB__img_B0E3,1
slide_2MWI__img_UB3J,1
slide_2C5U__img_SXTF,1
slide_ZBY6__img_C8LB,1
slide_ZXHB__img_W5O0,1
slide_M9QC__img_2L7Z,0
slide_2MWI__img_FDC0,1
slide_NQ79__img_5KYE,0
slide_IB79__img_HZ7W,1
slide_2MWI__img_6KU8,1
slide_NQ79__img_HH35,1
slide_HHZD__img_XO50,0
slide_2MWI__img_F9ML,1
slide_2MWI__img_J13Z,1
slide_CSM8__img_FXZ4,1
slide_CMOM__img_B2EW,0
slide_6Y22__img_3PEB,1
slide_N10Y__img_BEOY,0
slide_7KKP__img_ZYQR,1
slide_3S65__img_S0G2,0
slide_T33L__img_RKUM,0
slide_T33L__img_SW3X,0
slide_27FY__img_1SA1,0
slide_SRGG__img_8ATT,0
slide_1P28__img_4U9V,0
slide_NQ79__img_ZTDX,1
slide_T33L__img_VWEQ,0
slide_Z010__img_NUQX,1
slide_7UDL__img_OA8J,1
slide_YPX1__img_TW73,0
slide_8ANJ__img_TQEM,0
slide_H97C__img_DIR1,0
slide_IB79__img_A040,1
slide_JYEQ__img_45H6,1
slide_TSIF__img_6HUB,1
slide_XV1T__img_2MWR,1
slide_DG42__img_Y0SQ,0
slide_6Y22__img_KXFT,1
slide_IOUF__img_X635,1
slide_6Y22__img_FJ77,1
slide_A62G__img_Q7QQ,1
slide_10MO__img_US6D,0
slide_TSIF__img_34IL,1
slide_C2R2__img_79E0,1
slide_4RQS__img_H5V9,0
slide_7KKP__img_IKJB,1
slide_LA5V__img_TDC8,1
slide_2MWI__img_P82E,1
slide_K6KB__img_379D,0
slide_JYEQ__img_7V1X,1
slide_HXDI__img_XSLP,0
slide_YWOV__img_ZX47,1
slide_7KKP__img_KFZF,1
slide_2MWI__img_9H66,1
slide_A62G__img_1T0I,1
slide_QNRV__img_PFVB,0
slide_VKDG__img_EQ0T,0
slide_2MWI__img_90AJ,1
slide_S8D1__img_ZC4G,0
slide_9TQH__img_TTMZ,0
slide_UB78__img_BAAC,1
slide_SB34__img_YZNF,0
slide_CSM8__img_8MM9,0
slide_F3VX__img_LY8G,0
slide_LKXY__img_5L4P,0
slide_HHXD__img_2IHY,0
slide_NQ79__img_MV0Z,1
slide_C2R2__img_K2JU,1
slide_6Y22__img_CMAL,0
slide_2MWI__img_7U2Q,1
slide_ZHW1__img_JUAD,1
slide_3Z4E__img_1PNY,0
slide_ZBY6__img_P0LF,1
slide_IB79__img_5UXM,0
slide_8EWJ__img_01GO,0
slide_NJFH__img_JJT0,1
slide_EULU__img_W9Z4,0
slide_7KKP__img_SAQO,1
slide_2MWI__img_AJAC,1
slide_YRLP__img_RMGP,0
slide_2MWI__img_X1B5,1
slide_ZXHB__img_KZ7C,0
slide_6C67__img_DL6W,0
slide_Z010__img_1ESL,1
slide_2MWI__img_5G3A,1
slide_7KKP__img_VGDN,1
slide_IOUF__img_1QST,0
slide_BRWL__img_S2D6,0
slide_54EC__img_2V9S,0
slide_C2R2__img_5VV9,1
slide_8IXU__img_L421,1
slide_53U1__img_LYVR,0
slide_ZXHB__img_4KZC,1
slide_35XE__img_RGVH,0
slide_F3VX__img_05R0,1
slide_G7DO__img_LPGU,0
slide_2MWI__img_T0G7,1
